source_group,split,n_images,n_boxes,crack_boxes,pothole_boxes,background_only
deepcrack_img39-2_jpg,train,1,2,2,0,0
deepcrack_img49_jpg,test,1,1,1,0,0
deepcrack_img56_jpg,train,1,1,1,0,0
deepcrack_img5_jpg,train,1,2,2,0,0
deepcrack_img6-1_jpg,val,1,4,4,0,0
deepcrack_img6-2_jpg,train,1,3,3,0,0
deepcrack_img74_jpg,test,1,1,1,0,0
deepcrack_img88_jpg,test,1,3,3,0,0
deepcrack_img_5776-1_jpg,train,1,1,1,0,0
deepcrack_img_5776-2_jpg,test,1,1,1,0,0
deepcrack_img_5778-1_jpg,val,1,1,1,0,0
deepcrack_img_6469-1_jpg,train,1,3,3,0,0
deepcrack_img_6469-3_jpg,test,1,1,1,0,0
deepcrack_img_6469-5_jpg,train,1,1,1,0,0
deepcrack_img_6469-6_jpg,val,1,1,1,0,0
deepcrack_img_6469-7_jpg,test,1,1,1,0,0
deepcrack_img_6472-2_jpg,train,1,2,2,0,0
deepcrack_img_6472-3_jpg,train,1,3,3,0,0
deepcrack_img_6472-4_jpg,train,1,1,1,0,0
deepcrack_img_6472-5_jpg,train,1,1,1,0,0
deepcrack_img_6472-6_jpg,test,1,1,1,0,0
deepcrack_img_6472-7_jpg,test,1,1,1,0,0
deepcrack_img_6472-8_jpg,test,1,2,2,0,0
deepcrack_img_6514-1_jpg,val,1,4,4,0,0
deepcrack_img_6514-2_jpg,train,1,4,4,0,0
deepcrack_img_6516-2_jpg,train,1,2,2,0,0
deepcrack_img_6516-3_jpg,val,1,5,5,0,0
deepcrack_img_6516-4_jpg,train,1,5,5,0,0
deepcrack_img_6522-3_jpg,test,1,7,7,0,0
deepcrack_img_6526-1_jpg,train,1,2,2,0,0
deepcrack_img_6526-2_jpg,val,1,3,3,0,0
deepcrack_img_6526-3_jpg,val,1,4,4,0,0
deepcrack_img_6526-4_jpg,train,1,4,4,0,0
deepcrack_img_6528-1_jpg,train,1,2,2,0,0
deepcrack_img_6528-3_jpg,train,1,3,3,0,0
deepcrack_img_6533-3_jpg,train,1,3,3,0,0
deepcrack_img_6536-1_jpg,test,1,4,4,0,0
deepcrack_img_6536-2_jpg,train,1,3,3,0,0
deepcrack_img_6536-3_jpg,test,1,1,1,0,0
deepcrack_img_6536-4_jpg,test,1,1,1,0,0
deepcrack_img_6536-5_jpg,train,1,1,1,0,0
deepcrack_img_6536-6_jpg,test,1,3,3,0,0
deepcrack_img_6536-7_jpg,train,1,3,3,0,0
deepcrack_img_6537-2_jpg,test,1,2,2,0,0
deepcrack_img_6537-3_jpg,train,1,1,1,0,0
deepcrack_img_6537-4_jpg,val,1,2,2,0,0
deepcrack_img_6537-5_jpg,train,1,3,3,0,0
deepcrack_img_6538-1_jpg,test,1,3,3,0,0
deepcrack_img_6538-3_jpg,test,1,1,1,0,0
deepcrack_img_6542-2_jpg,train,1,1,1,0,0
deepcrack_img_6542-3_jpg,train,1,1,1,0,0
deepcrack_img_6542-4_jpg,test,1,1,1,0,0
deepcrack_img_6542-5_jpg,train,1,1,1,0,0
deepcrack_img_6542-7_jpg,train,1,1,1,0,0
deepcrack_img_6544-1_jpg,val,1,1,1,0,0
deepcrack_img_6544-2_jpg,val,1,1,1,0,0
deepcrack_img_6544-3_jpg,train,1,1,1,0,0
deepcrack_img_6544-4_jpg,train,1,1,1,0,0
eugen_muller_4470_0_0_1054_1067_jpg,val,1,1,1,0,0
eugen_muller_4470_122_206_490_473_jpg,test,1,1,1,0,0
eugen_muller_4470_141_152_742_562_jpg,val,1,1,1,0,0
eugen_muller_4470_187_362_517_460_jpg,train,1,1,1,0,0
eugen_muller_4470_189_279_746_787_jpg,val,1,1,1,0,0
eugen_muller_4470_28_183_611_648_jpg,test,1,1,1,0,0
eugen_muller_4470_320_74_620_759_jpg,train,1,1,1,0,0
eugen_muller_4470_4_166_1022_773_jpg,train,1,1,1,0,0
eugen_muller_4470_69_222_863_844_jpg,test,1,1,1,0,0
eugen_muller_4470_86_187_742_868_jpg,val,1,1,1,0,0
eugen_muller_7723_158_44_344_377_jpg,train,1,1,1,0,0
eugen_muller_7723_168_21_377_318_jpg,train,1,1,1,0,0
eugen_muller_7723_20_8_481_384_jpg,train,1,1,1,0,0
eugen_muller_7723_281_38_304_312_jpg,train,1,1,1,0,0
eugen_muller_7723_292_12_418_388_jpg,train,1,1,1,0,0
eugen_muller_7723_302_22_306_361_jpg,test,1,1,1,0,0
eugen_muller_7723_337_14_262_258_jpg,val,1,1,1,0,0
eugen_muller_7723_382_146_299_267_jpg,test,1,1,1,0,0
eugen_muller_7723_75_2_409_349_jpg,train,1,1,1,0,0
eugen_muller_7723_81_52_433_365_jpg,train,1,1,1,0,0
eugen_muller_8980_0_0_539_926_jpg,val,1,4,4,0,0
eugen_muller_8980_0_344_500_476_jpg,train,1,4,4,0,0
eugen_muller_8980_106_98_404_440_jpg,test,1,4,4,0,0
eugen_muller_8980_108_230_428_446_jpg,train,1,4,4,0,0
eugen_muller_8980_120_364_366_415_jpg,train,1,3,3,0,0
eugen_muller_8980_1_205_465_503_jpg,val,1,2,2,0,0
eugen_muller_8980_22_409_412_497_jpg,test,1,2,2,0,0
eugen_muller_8980_44_364_409_315_jpg,train,1,2,2,0,0
eugen_muller_8980_57_254_430_493_jpg,train,1,4,4,0,0
eugen_muller_8980_93_267_366_368_jpg,test,1,3,3,0,0
eugen_muller_8980a_0_0_871_928_jpg,val,1,6,6,0,0
eugen_muller_8980a_100_47_665_631_jpg,val,1,9,9,0,0
eugen_muller_8980a_112_65_611_618_jpg,test,1,6,6,0,0
eugen_muller_8980a_160_194_558_577_jpg,train,1,4,4,0,0
eugen_muller_8980a_180_143_640_574_jpg,train,1,7,7,0,0
eugen_muller_8980a_27_352_649_567_jpg,test,1,3,3,0,0
eugen_muller_8980a_311_269_505_487_jpg,train,1,5,5,0,0
eugen_muller_8980a_59_177_557_687_jpg,train,1,4,4,0,0
eugen_muller_8980a_61_149_679_563_jpg,train,1,6,6,0,0
eugen_muller_9360_0_0_1042_1175_jpg,val,1,2,2,0,0
eugen_muller_9360_0_17_780_665_jpg,train,1,2,2,0,0
eugen_muller_9360_143_192_656_776_jpg,test,1,2,2,0,0
eugen_muller_9360_149_443_672_554_jpg,test,1,1,1,0,0
eugen_muller_9360_281_434_580_729_jpg,val,1,1,1,0,0
eugen_muller_9360_300_116_719_613_jpg,test,1,1,1,0,0
eugen_muller_9360_38_198_495_557_jpg,train,1,2,2,0,0
eugen_muller_9360_40_76_967_755_jpg,train,1,2,2,0,0
forest_080_jpg,train,1,2,2,0,0
gaps384_test_0005_1_1_jpg,test,1,2,2,0,0
gaps384_test_0005_541_1_jpg,train,1,1,1,0,0
gaps384_test_0006_1_641_jpg,test,1,1,1,0,0
gaps384_test_0016_1_641_jpg,test,1,1,1,0,0
gaps384_test_0028_541_1_jpg,test,1,1,1,0,0
gaps384_test_0033_541_1_jpg,test,1,1,1,0,0
gaps384_test_0033_541_641_jpg,test,1,1,1,0,0
gaps384_test_0034_541_1_jpg,test,1,1,1,0,0
gaps384_test_0034_541_641_jpg,test,1,1,1,0,0
gaps384_test_0039_541_1_jpg,val,1,1,1,0,0
gaps384_test_0040_541_641_jpg,train,1,1,1,0,0
gaps384_test_0041_541_1_jpg,train,1,2,2,0,0
gaps384_test_0041_541_641_jpg,test,1,1,1,0,0
gaps384_test_0042_1_1_jpg,train,1,2,2,0,0
gaps384_test_0042_541_641_jpg,train,1,1,1,0,0
gaps384_test_0058_541_1_jpg,train,1,3,3,0,0
gaps384_test_0192_541_1_jpg,test,1,1,1,0,0
gaps384_test_0192_541_641_jpg,val,1,3,3,0,0
gaps384_test_0193_541_641_jpg,test,1,1,1,0,0
gaps384_test_0203_541_641_jpg,test,1,1,1,0,0
gaps384_test_0251_1_1_jpg,test,1,1,1,0,0
gaps384_test_0251_541_1_jpg,test,1,2,2,0,0
gaps384_test_0252_1_641_jpg,train,1,2,2,0,0
gaps384_test_0252_541_641_jpg,test,1,2,2,0,0
gaps384_test_0274_1_1_jpg,test,1,1,1,0,0
gaps384_test_0275_1_641_jpg,test,1,1,1,0,0
gaps384_test_0275_541_641_jpg,test,1,2,2,0,0
gaps384_test_0278_1_641_jpg,val,1,1,1,0,0
gaps384_test_0363_1_1_jpg,test,1,1,1,0,0
gaps384_test_0363_541_1_jpg,val,1,1,1,0,0
gaps384_train_0178_1_1_jpg,val,1,1,1,0,0
gaps384_train_0178_541_641_jpg,test,1,1,1,0,0
gaps384_train_0420_1_1_jpg,train,1,1,1,0,0
gaps384_train_0420_1_641_jpg,test,1,1,1,0,0
gaps384_train_0421_1_1_jpg,train,1,1,1,0,0
gaps384_train_0421_1_641_jpg,test,1,1,1,0,0
gaps384_train_0422_1_1_jpg,test,1,2,2,0,0
gaps384_train_0422_1_641_jpg,test,1,1,1,0,0
gaps384_train_0423_1_641_jpg,test,1,1,1,0,0
gaps384_train_0440_1_1_jpg,train,1,2,2,0,0
gaps384_train_0447_541_1_jpg,train,1,1,1,0,0
gaps384_train_0447_541_641_jpg,val,1,2,2,0,0
gaps384_train_0448_541_1_jpg,test,1,2,2,0,0
gaps384_train_0448_541_641_jpg,train,1,1,1,0,0
gaps384_train_0450_541_1_jpg,train,1,1,1,0,0
gaps384_train_0451_541_1_jpg,train,1,1,1,0,0
gaps384_train_0451_541_641_jpg,test,1,1,1,0,0
gaps384_train_0454_541_1_jpg,test,1,2,2,0,0
gaps384_train_0455_541_641_jpg,test,1,2,2,0,0
gaps384_train_0470_541_1_jpg,val,1,1,1,0,0
gaps384_train_0470_541_641_jpg,test,1,2,2,0,0
gaps384_train_0472_541_1_jpg,test,1,1,1,0,0
gaps384_train_0472_541_641_jpg,train,1,1,1,0,0
gaps384_train_0482_541_1_jpg,val,1,1,1,0,0
gaps384_train_0482_541_641_jpg,train,1,1,1,0,0
gaps384_train_0506_541_1_jpg,test,1,4,4,0,0
gaps384_train_0506_541_641_jpg,test,1,4,4,0,0
gaps384_train_0507_541_641_jpg,train,1,3,3,0,0
gaps384_train_0513_541_1_jpg,test,1,3,3,0,0
gaps384_train_0514_541_641_jpg,train,1,2,2,0,0
gaps384_train_0515_541_1_jpg,train,1,1,1,0,0
gaps384_train_0515_541_641_jpg,test,1,1,1,0,0
gaps384_train_0516_541_1_jpg,test,1,3,3,0,0
gaps384_train_0525_541_1_jpg,train,1,2,2,0,0
gaps384_train_0525_541_641_jpg,train,1,6,6,0,0
gaps384_train_0528_541_1_jpg,test,1,4,4,0,0
gaps384_train_0532_541_641_jpg,val,1,1,1,0,0
gaps384_train_0534_541_1_jpg,test,1,1,1,0,0
gaps384_train_0535_541_641_jpg,test,1,1,1,0,0
gaps384_train_0536_541_641_jpg,train,1,1,1,0,0
gaps384_train_0540_1_1_jpg,train,1,2,2,0,0
gaps384_train_0540_1_641_jpg,test,1,1,1,0,0
gaps384_train_0540_541_641_jpg,test,1,2,2,0,0
gaps384_train_0541_1_1_jpg,val,1,4,4,0,0
gaps384_train_0541_1_641_jpg,train,1,3,3,0,0
gaps384_train_0541_541_1_jpg,test,1,1,1,0,0
gaps384_train_0542_1_1_jpg,test,1,2,2,0,0
gaps384_train_0543_1_1_jpg,val,1,1,1,0,0
gaps384_train_0543_1_641_jpg,train,1,4,4,0,0
gaps384_train_0544_1_1_jpg,test,1,2,2,0,0
gaps384_train_0544_1_641_jpg,train,1,1,1,0,0
gaps384_train_0544_541_641_jpg,train,1,1,1,0,0
gaps384_train_0545_1_1_jpg,val,1,2,2,0,0
gaps384_train_0545_1_641_jpg,test,1,2,2,0,0
gaps384_train_0545_541_1_jpg,test,1,2,2,0,0
gaps384_train_0546_1_1_jpg,train,1,1,1,0,0
gaps384_train_0546_1_641_jpg,train,1,2,2,0,0
gaps384_train_0546_541_641_jpg,train,1,2,2,0,0
gaps384_train_0547_541_641_jpg,test,1,1,1,0,0
gaps384_train_0549_541_1_jpg,val,1,2,2,0,0
gaps384_train_0549_541_641_jpg,train,1,3,3,0,0
gaps384_train_0550_541_1_jpg,val,1,4,4,0,0
gaps384_train_0550_541_641_jpg,test,1,2,2,0,0
gaps384_train_0551_1_1_jpg,test,1,1,1,0,0
gaps384_train_0551_541_1_jpg,train,1,1,1,0,0
gaps384_train_0551_541_641_jpg,test,1,4,4,0,0
gaps384_train_0552_541_1_jpg,train,1,4,4,0,0
gaps384_train_0552_541_641_jpg,test,1,2,2,0,0
gaps384_train_0554_1_641_jpg,val,1,1,1,0,0
gaps384_train_0554_541_1_jpg,train,1,3,3,0,0
gaps384_train_0554_541_641_jpg,test,1,3,3,0,0
gaps384_train_0556_541_1_jpg,val,1,1,1,0,0
gaps384_train_0557_541_1_jpg,test,1,1,1,0,0
gaps384_train_0557_541_641_jpg,train,1,1,1,0,0
gaps384_train_0558_541_1_jpg,train,1,1,1,0,0
gaps384_train_0558_541_641_jpg,train,1,2,2,0,0
gaps384_train_0559_541_1_jpg,train,1,1,1,0,0
gaps384_train_0560_541_1_jpg,val,1,2,2,0,0
gaps384_train_0561_541_641_jpg,test,1,1,1,0,0
gaps384_train_0567_541_1_jpg,train,1,1,1,0,0
gaps384_train_0568_541_641_jpg,test,1,1,1,0,0
gaps384_train_0570_541_1_jpg,test,1,4,4,0,0
gaps384_train_0571_541_641_jpg,train,1,4,4,0,0
gaps384_train_0573_1_1_jpg,train,1,1,1,0,0
gaps384_train_0574_1_1_jpg,test,1,1,1,0,0
gaps384_train_0575_1_1_jpg,val,1,1,1,0,0
gaps384_train_0575_1_641_jpg,test,1,1,1,0,0
gaps384_train_0576_1_1_jpg,test,1,2,2,0,0
gaps384_train_0576_1_641_jpg,test,1,1,1,0,0
gaps384_train_0578_541_1_jpg,test,1,1,1,0,0
gaps384_train_0579_541_1_jpg,train,1,1,1,0,0
gaps384_train_0579_541_641_jpg,val,1,1,1,0,0
gaps384_train_0580_541_1_jpg,train,1,1,1,0,0
gaps384_train_0580_541_641_jpg,val,1,1,1,0,0
gaps384_train_0581_541_1_jpg,val,1,1,1,0,0
gaps384_train_0582_541_641_jpg,val,1,1,1,0,0
gaps384_train_0584_541_1_jpg,train,1,1,1,0,0
gaps384_train_0584_541_641_jpg,train,1,1,1,0,0
gaps384_train_0585_541_641_jpg,train,1,2,2,0,0
gaps384_train_0589_1_641_jpg,val,1,3,3,0,0
gaps384_train_0590_1_1_jpg,val,1,3,3,0,0
gaps384_train_0592_1_1_jpg,train,1,1,1,0,0
gaps384_train_0592_1_641_jpg,train,1,3,3,0,0
gaps384_train_0593_1_1_jpg,train,1,3,3,0,0
gaps384_train_0593_1_641_jpg,val,1,3,3,0,0
gaps384_train_0594_1_1_jpg,test,1,2,2,0,0
gaps384_train_0594_1_641_jpg,train,1,1,1,0,0
gaps384_train_0595_1_1_jpg,train,1,3,3,0,0
gaps384_train_0595_1_641_jpg,test,1,3,3,0,0
gaps384_train_0597_1_641_jpg,train,1,2,2,0,0
gaps384_train_0598_1_1_jpg,train,1,3,3,0,0
gaps384_train_0598_1_641_jpg,train,1,2,2,0,0
gaps384_train_0599_1_641_jpg,train,1,3,3,0,0
gaps384_train_0602_541_1_jpg,train,1,1,1,0,0
gaps384_train_0602_541_641_jpg,test,1,1,1,0,0
gaps384_train_0603_541_1_jpg,train,1,2,2,0,0
gaps384_train_0604_541_1_jpg,test,1,3,3,0,0
gaps384_train_0604_541_641_jpg,train,1,2,2,0,0
gaps384_train_0605_541_1_jpg,val,1,3,3,0,0
gaps384_train_0606_541_1_jpg,train,1,7,7,0,0
gaps384_train_0606_541_641_jpg,train,1,4,4,0,0
gaps384_train_0607_541_1_jpg,test,1,1,1,0,0
gaps384_train_0608_541_1_jpg,train,1,4,4,0,0
gaps384_train_0609_1_641_jpg,train,1,3,3,0,0
gaps384_train_0610_541_1_jpg,train,1,1,1,0,0
gaps384_train_0611_541_1_jpg,test,1,1,1,0,0
gaps384_train_0611_541_641_jpg,train,1,2,2,0,0
gaps384_train_0612_1_1_jpg,train,1,1,1,0,0
gaps384_train_0612_541_641_jpg,train,1,1,1,0,0
gaps384_train_0613_1_641_jpg,val,1,1,1,0,0
gaps384_train_0620_541_1_jpg,val,1,1,1,0,0
gaps384_train_0621_1_1_jpg,test,1,2,2,0,0
gaps384_train_0621_541_1_jpg,test,1,5,5,0,0
gaps384_train_0621_541_641_jpg,test,1,2,2,0,0
gaps384_train_0622_1_1_jpg,val,1,4,4,0,0
gaps384_train_0622_541_641_jpg,test,1,1,1,0,0
gaps384_train_0623_1_641_jpg,train,1,3,3,0,0
gaps384_train_0623_541_1_jpg,test,1,3,3,0,0
gaps384_train_0623_541_641_jpg,test,1,3,3,0,0
gaps384_train_0636_541_641_jpg,test,1,4,4,0,0
gaps384_train_0642_1_1_jpg,train,1,7,7,0,0
gaps384_train_0642_1_641_jpg,test,1,3,3,0,0
gaps384_train_0643_1_641_jpg,test,1,3,3,0,0
gaps384_train_0645_1_1_jpg,test,1,5,5,0,0
gaps384_train_0645_1_641_jpg,train,1,3,3,0,0
gaps384_train_0649_541_641_jpg,test,1,2,2,0,0
gaps384_train_0653_541_1_jpg,train,1,2,2,0,0
gaps384_train_0660_1_1_jpg,test,1,2,2,0,0
gaps384_train_0660_1_641_jpg,test,1,2,2,0,0
gaps384_train_0661_1_1_jpg,train,1,2,2,0,0
gaps384_train_0661_1_641_jpg,train,1,3,3,0,0
gaps384_train_0662_1_1_jpg,test,1,2,2,0,0
gaps384_train_0662_1_641_jpg,train,1,2,2,0,0
gaps384_train_0665_1_1_jpg,val,1,4,4,0,0
gaps384_train_0666_1_1_jpg,train,1,4,4,0,0
gaps384_train_0666_1_641_jpg,train,1,1,1,0,0
gaps384_train_0667_1_641_jpg,train,1,1,1,0,0
gaps384_train_0670_541_641_jpg,test,1,1,1,0,0
gaps384_train_0672_541_1_jpg,train,1,3,3,0,0
gaps384_train_0673_541_1_jpg,train,1,2,2,0,0
gaps384_train_0673_541_641_jpg,val,1,2,2,0,0
gaps384_train_0678_541_1_jpg,test,1,1,1,0,0
gaps384_train_0679_541_1_jpg,test,1,3,3,0,0
gaps384_train_0679_541_641_jpg,test,1,2,2,0,0
gaps384_train_0680_541_1_jpg,test,1,2,2,0,0
gaps384_train_0681_541_1_jpg,train,1,4,4,0,0
gaps384_train_0682_541_1_jpg,test,1,3,3,0,0
gaps384_train_0682_541_641_jpg,test,1,1,1,0,0
gaps384_train_0683_541_1_jpg,train,1,4,4,0,0
gaps384_train_0683_541_641_jpg,train,1,2,2,0,0
gaps384_train_0684_541_1_jpg,train,1,4,4,0,0
gaps384_train_0684_541_641_jpg,train,1,5,5,0,0
gaps384_train_0685_541_1_jpg,test,1,4,4,0,0
gaps384_train_0685_541_641_jpg,train,1,6,6,0,0
gaps384_train_0686_541_1_jpg,train,1,6,6,0,0
gaps384_train_0686_541_641_jpg,val,1,4,4,0,0
gaps384_train_0687_541_1_jpg,val,1,5,5,0,0
gaps384_train_0687_541_641_jpg,test,1,5,5,0,0
gaps384_train_0688_541_1_jpg,val,1,1,1,0,0
gaps384_train_0688_541_641_jpg,train,1,2,2,0,0
gaps384_train_0689_541_1_jpg,test,1,4,4,0,0
gaps384_train_0689_541_641_jpg,train,1,1,1,0,0
gaps384_train_0690_541_641_jpg,test,1,5,5,0,0
gaps384_train_0691_1_1_jpg,train,1,2,2,0,0
gaps384_train_0691_1_641_jpg,test,1,2,2,0,0
gaps384_train_0691_541_1_jpg,train,1,1,1,0,0
gaps384_train_0691_541_641_jpg,train,1,1,1,0,0
gaps384_train_0692_1_1_jpg,test,1,3,3,0,0
gaps384_train_0692_1_641_jpg,train,1,4,4,0,0
gaps384_train_0692_541_1_jpg,test,1,2,2,0,0
gaps384_train_0692_541_641_jpg,train,1,1,1,0,0
gaps384_train_0693_1_1_jpg,val,1,4,4,0,0
gaps384_train_0693_1_641_jpg,val,1,2,2,0,0
gaps384_train_0693_541_1_jpg,test,1,2,2,0,0
gaps384_train_0693_541_641_jpg,test,1,2,2,0,0
gaps384_train_0694_1_1_jpg,train,1,2,2,0,0
gaps384_train_0694_1_641_jpg,train,1,2,2,0,0
gaps384_train_0694_541_1_jpg,val,1,1,1,0,0
gaps384_train_0694_541_641_jpg,test,1,2,2,0,0
gaps384_train_0695_1_1_jpg,test,1,1,1,0,0
gaps384_train_0695_1_641_jpg,test,1,5,5,0,0
gaps384_train_0695_541_641_jpg,train,1,1,1,0,0
gaps384_train_0696_1_641_jpg,test,1,1,1,0,0
gaps384_train_0696_541_1_jpg,test,1,1,1,0,0
gaps384_train_0696_541_641_jpg,test,1,1,1,0,0
gaps384_train_0697_1_1_jpg,train,1,1,1,0,0
gaps384_train_0698_1_1_jpg,val,1,1,1,0,0
gaps384_train_0699_1_1_jpg,test,1,2,2,0,0
gaps384_train_0699_1_641_jpg,test,1,1,1,0,0
gaps384_train_0700_1_641_jpg,test,1,2,2,0,0
gaps384_train_0700_541_1_jpg,train,1,1,1,0,0
gaps384_train_0700_541_641_jpg,train,1,2,2,0,0
gaps384_train_0701_1_641_jpg,test,1,1,1,0,0
gaps384_train_0701_541_1_jpg,val,1,2,2,0,0
gaps384_train_0701_541_641_jpg,test,1,1,1,0,0
gaps384_train_0761_541_1_jpg,train,1,2,2,0,0
gaps384_train_0762_541_641_jpg,train,1,1,1,0,0
gaps384_train_0763_541_1_jpg,test,1,1,1,0,0
gaps384_train_0764_541_1_jpg,test,1,1,1,0,0
gaps384_train_0764_541_641_jpg,test,1,1,1,0,0
gaps384_train_0765_541_1_jpg,test,1,2,2,0,0
gaps384_train_0765_541_641_jpg,val,1,1,1,0,0
gaps384_train_0766_541_1_jpg,val,1,1,1,0,0
gaps384_train_0766_541_641_jpg,train,1,1,1,0,0
gaps384_train_0767_541_1_jpg,val,1,1,1,0,0
gaps384_train_0767_541_641_jpg,val,1,1,1,0,0
gaps384_train_0776_1_1_jpg,val,1,1,1,0,0
gaps384_train_0809_541_641_jpg,test,1,2,2,0,0
gaps384_train_0896_541_1_jpg,train,1,3,3,0,0
gaps384_train_0908_541_1_jpg,test,1,2,2,0,0
gaps384_train_0908_541_641_jpg,train,1,2,2,0,0
gaps384_train_0917_1_1_jpg,test,1,2,2,0,0
gaps384_train_0917_1_641_jpg,val,1,2,2,0,0
gaps384_train_0922_1_1_jpg,train,1,4,4,0,0
gaps384_train_0935_541_1_jpg,test,1,2,2,0,0
gaps384_train_0936_541_1_jpg,test,1,2,2,0,0
gaps384_train_0936_541_641_jpg,test,1,3,3,0,0
gaps384_train_0942_1_1_jpg,test,1,1,1,0,0
gaps384_train_0942_1_641_jpg,val,1,1,1,0,0
gaps384_train_0950_1_1_jpg,test,1,1,1,0,0
gaps384_train_0951_1_641_jpg,train,1,1,1,0,0
gaps384_train_0952_1_1_jpg,train,1,2,2,0,0
gaps384_train_0953_1_1_jpg,train,1,1,1,0,0
gaps384_train_0960_1_1_jpg,test,1,1,1,0,0
gaps384_train_0960_1_641_jpg,test,1,1,1,0,0
gaps384_train_0961_1_641_jpg,val,1,2,2,0,0
gaps384_train_0986_1_1_jpg,test,1,1,1,0,0
gaps384_train_0986_541_1_jpg,test,1,1,1,0,0
gaps384_train_0987_1_641_jpg,train,1,3,3,0,0
gaps384_train_0987_541_641_jpg,test,1,1,1,0,0
gaps384_train_0988_541_641_jpg,test,1,1,1,0,0
gaps384_train_0995_1_1_jpg,test,1,2,2,0,0
gaps384_train_0996_1_1_jpg,val,1,1,1,0,0
gaps384_train_0997_1_1_jpg,train,1,1,1,0,0
gaps384_train_0998_1_641_jpg,train,1,1,1,0,0
gaps384_train_1009_541_1_jpg,train,1,1,1,0,0
gaps384_train_1009_541_641_jpg,train,1,1,1,0,0
gaps384_train_1012_1_1_jpg,val,1,2,2,0,0
gaps384_train_1013_1_1_jpg,val,1,2,2,0,0
gaps384_train_1013_1_641_jpg,test,1,1,1,0,0
gaps384_train_1014_1_1_jpg,test,1,2,2,0,0
gaps384_train_1014_1_641_jpg,train,1,1,1,0,0
gaps384_train_1015_1_1_jpg,train,1,1,1,0,0
gaps384_train_1016_1_1_jpg,test,1,1,1,0,0
gaps384_train_1016_1_641_jpg,val,1,2,2,0,0
gaps384_train_1017_1_641_jpg,test,1,2,2,0,0
gaps384_train_1018_1_1_jpg,test,1,1,1,0,0
gaps384_train_1018_541_1_jpg,train,1,1,1,0,0
gaps384_train_1019_1_641_jpg,train,1,2,2,0,0
gaps384_train_1022_1_1_jpg,val,1,2,2,0,0
gaps384_train_1022_541_1_jpg,test,1,1,1,0,0
gaps384_train_1023_541_1_jpg,train,1,2,2,0,0
gaps384_train_1026_1_1_jpg,train,1,1,1,0,0
gaps384_train_1026_541_1_jpg,val,1,1,1,0,0
gaps384_train_1027_1_1_jpg,train,1,2,2,0,0
gaps384_train_1030_1_1_jpg,val,1,1,1,0,0
gaps384_train_1048_1_641_jpg,test,1,1,1,0,0
gaps384_train_1053_1_1_jpg,test,1,1,1,0,0
gaps384_train_1053_1_641_jpg,test,1,1,1,0,0
gaps384_train_1055_1_1_jpg,test,1,1,1,0,0
gaps384_train_1055_1_641_jpg,val,1,1,1,0,0
gaps384_train_1078_541_1_jpg,test,1,1,1,0,0
gaps384_train_1085_541_641_jpg,test,1,1,1,0,0
gaps384_train_1086_541_1_jpg,val,1,1,1,0,0
gaps384_train_1091_1_1_jpg,test,1,1,1,0,0
gaps384_train_1092_541_1_jpg,test,1,2,2,0,0
gaps384_train_1092_541_641_jpg,test,1,1,1,0,0
gaps384_train_1110_541_1_jpg,test,1,1,1,0,0
gaps384_train_1111_541_1_jpg,val,1,1,1,0,0
gaps384_train_1111_541_641_jpg,train,1,1,1,0,0
gaps384_train_1117_1_641_jpg,test,1,1,1,0,0
gaps384_train_1120_1_641_jpg,test,1,1,1,0,0
gaps384_train_1123_541_1_jpg,train,1,1,1,0,0
gaps384_train_1124_541_641_jpg,train,1,1,1,0,0
gaps384_train_1125_541_1_jpg,train,1,1,1,0,0
gaps384_train_1125_541_641_jpg,test,1,1,1,0,0
gaps384_train_1127_541_1_jpg,test,1,1,1,0,0
gaps384_train_1127_541_641_jpg,test,1,2,2,0,0
gaps384_train_1140_541_1_jpg,val,1,2,2,0,0
gaps384_train_1140_541_641_jpg,val,1,1,1,0,0
gaps384_train_1161_541_1_jpg,train,1,3,3,0,0
gaps384_train_1162_541_1_jpg,test,1,1,1,0,0
gaps384_train_1162_541_641_jpg,train,1,2,2,0,0
gaps384_train_1163_541_1_jpg,test,1,1,1,0,0
gaps384_train_1164_541_1_jpg,train,1,1,1,0,0
gaps384_train_1165_541_1_jpg,val,1,1,1,0,0
gaps384_train_1165_541_641_jpg,train,1,1,1,0,0
gaps384_train_1166_541_1_jpg,test,1,3,3,0,0
gaps384_train_1166_541_641_jpg,train,1,1,1,0,0
gaps384_train_1167_541_1_jpg,test,1,1,1,0,0
gaps384_train_1167_541_641_jpg,test,1,2,2,0,0
gaps384_train_1168_541_1_jpg,test,1,1,1,0,0
gaps384_train_1168_541_641_jpg,test,1,1,1,0,0
gaps384_train_1169_541_1_jpg,train,1,1,1,0,0
gaps384_train_1169_541_641_jpg,test,1,1,1,0,0
gaps384_train_1170_541_1_jpg,val,1,1,1,0,0
gaps384_train_1170_541_641_jpg,train,1,1,1,0,0
gaps384_train_1171_541_1_jpg,test,1,1,1,0,0
gaps384_train_1172_541_1_jpg,test,1,1,1,0,0
gaps384_train_1174_541_1_jpg,train,1,2,2,0,0
gaps384_train_1174_541_641_jpg,test,1,1,1,0,0
gaps384_train_1175_541_1_jpg,test,1,1,1,0,0
gaps384_train_1175_541_641_jpg,test,1,1,1,0,0
gaps384_train_1176_541_1_jpg,train,1,1,1,0,0
gaps384_train_1176_541_641_jpg,val,1,1,1,0,0
